aÃ±o,mun,cvegeo,sexo,pob
2016,Coatlán del Río,17005,Hombres,5170
2017,Coatlán del Río,17005,Hombres,5218
2018,Coatlán del Río,17005,Hombres,5262
2016,Cuautla,17006,Hombres,91068
2017,Cuautla,17006,Hombres,92092
2018,Cuautla,17006,Hombres,93101
2016,Cuernavaca,17007,Hombres,184336
2017,Cuernavaca,17007,Hombres,186076
2018,Cuernavaca,17007,Hombres,187807
2016,Emiliano Zapata,17008,Hombres,46595
2017,Emiliano Zapata,17008,Hombres,47263
2018,Emiliano Zapata,17008,Hombres,47899
2016,Huitzilac,17009,Hombres,9483
2017,Huitzilac,17009,Hombres,9605
2018,Huitzilac,17009,Hombres,9723
2016,Jantetelco,17010,Hombres,8472
2017,Jantetelco,17010,Hombres,8576
2018,Jantetelco,17010,Hombres,8678
2016,Jiutepec,17011,Hombres,103214
2017,Jiutepec,17011,Hombres,104436
2018,Jiutepec,17011,Hombres,105643
2016,Jojutla,17012,Hombres,28353
2017,Jojutla,17012,Hombres,28635
2018,Jojutla,17012,Hombres,28915
2016,Jonacatepec,17013,Hombres,7554
2017,Jonacatepec,17013,Hombres,7630
2018,Jonacatepec,17013,Hombres,7706
2016,Mazatepec,17014,Hombres,4889
2017,Mazatepec,17014,Hombres,4934
2018,Mazatepec,17014,Hombres,4980
2016,Miacatlán,17015,Hombres,13212
2017,Miacatlán,17015,Hombres,13363
2018,Miacatlán,17015,Hombres,13513
2016,Ocuituco,17016,Hombres,8941
2017,Ocuituco,17016,Hombres,9037
2018,Ocuituco,17016,Hombres,9134
2016,Puente de Ixtla,17017,Hombres,32718
2017,Puente de Ixtla,17017,Hombres,33087
2018,Puente de Ixtla,17017,Hombres,33455
2016,Temixco,17018,Hombres,57140
2017,Temixco,17018,Hombres,57820
2018,Temixco,17018,Hombres,58496
2016,Tepalcingo,17019,Hombres,13265
2017,Tepalcingo,17019,Hombres,13398
2018,Tepalcingo,17019,Hombres,13531
2016,Tepoztlán,17020,Hombres,22514
2017,Tepoztlán,17020,Hombres,22792
2018,Tepoztlán,17020,Hombres,23063
2016,Tetecala,17021,Hombres,4080
2017,Tetecala,17021,Hombres,4125
2018,Tetecala,17021,Hombres,4168
2016,Tetela del Volcán,17022,Hombres,10056
2017,Tetela del Volcán,17022,Hombres,10185
2018,Tetela del Volcán,17022,Hombres,10316
2016,Tlalnepantla,17023,Hombres,3624
2017,Tlalnepantla,17023,Hombres,3661
2018,Tlalnepantla,17023,Hombres,3698
2016,Tlaltizapán,17024,Hombres,25874
2017,Tlaltizapán,17024,Hombres,26144
2018,Tlaltizapán,17024,Hombres,26411
2016,Tlaquiltenango,17025,Hombres,16685
2017,Tlaquiltenango,17025,Hombres,16840
2018,Tlaquiltenango,17025,Hombres,16994
2016,Tlayacapan,17026,Hombres,8920
2017,Tlayacapan,17026,Hombres,9026
2018,Tlayacapan,17026,Hombres,9131
2016,Totolapan,17027,Hombres,5581
2017,Totolapan,17027,Hombres,5641
2018,Totolapan,17027,Hombres,5702
2016,Xochitepec,17028,Hombres,35936
2017,Xochitepec,17028,Hombres,36390
2018,Xochitepec,17028,Hombres,36828
2016,Yautepec,17029,Hombres,52934
2017,Yautepec,17029,Hombres,53577
2018,Yautepec,17029,Hombres,54198
2016,Yecapixtla,17030,Hombres,25681
2017,Yecapixtla,17030,Hombres,26021
2018,Yecapixtla,17030,Hombres,26352
2016,Zacatepec,17031,Hombres,17964
2017,Zacatepec,17031,Hombres,18114
2018,Zacatepec,17031,Hombres,18263
2016,Zacualpan,17032,Hombres,4945
2017,Zacualpan,17032,Hombres,5001
2018,Zacualpan,17032,Hombres,5054
2016,Temoac,17033,Hombres,7930
2017,Temoac,17033,Hombres,8072
2018,Temoac,17033,Hombres,8212
2016,Acaponeta,18001,Hombres,19816
2017,Acaponeta,18001,Hombres,20077
2018,Acaponeta,18001,Hombres,20345
2016,Ahuacatlán,18002,Hombres,8386
2017,Ahuacatlán,18002,Hombres,8496
2018,Ahuacatlán,18002,Hombres,8607
2016,Amatlán de Cañas,18003,Hombres,6146
2017,Amatlán de Cañas,18003,Hombres,6211
2018,Amatlán de Cañas,18003,Hombres,6278
2016,Compostela,18004,Hombres,39856
2017,Compostela,18004,Hombres,40469
2018,Compostela,18004,Hombres,41078
2016,Huajicori,18005,Hombres,6317
2017,Huajicori,18005,Hombres,6415
2018,Huajicori,18005,Hombres,6518
2016,Ixtlán del Río,18006,Hombres,14500
2017,Ixtlán del Río,18006,Hombres,14721
2018,Ixtlán del Río,18006,Hombres,14947
2016,Jala,18007,Hombres,9743
2017,Jala,18007,Hombres,9898
2018,Jala,18007,Hombres,10055
2016,Xalisco,18008,Hombres,27603
2017,Xalisco,18008,Hombres,28127
2018,Xalisco,18008,Hombres,28650
2016,Del Nayar,18009,Hombres,18988
2017,Del Nayar,18009,Hombres,19328
2018,Del Nayar,18009,Hombres,19690
2016,Rosamorada,18010,Hombres,18918
2017,Rosamorada,18010,Hombres,19152
2018,Rosamorada,18010,Hombres,19393
2016,Ruíz,18011,Hombres,13249
2017,Ruíz,18011,Hombres,13456
2018,Ruíz,18011,Hombres,13665
2016,San Blas,18012,Hombres,26511
2017,San Blas,18012,Hombres,26894
2018,San Blas,18012,Hombres,27260
2016,San Pedro Lagunillas,18013,Hombres,4049
2017,San Pedro Lagunillas,18013,Hombres,4091
2018,San Pedro Lagunillas,18013,Hombres,4134
2016,Santa María del Oro,18014,Hombres,12088
2017,Santa María del Oro,18014,Hombres,12234
2018,Santa María del Oro,18014,Hombres,12388
2016,Santiago Ixcuintla,18015,Hombres,52253
2017,Santiago Ixcuintla,18015,Hombres,52953
2018,Santiago Ixcuintla,18015,Hombres,53651
2016,Tecuala,18016,Hombres,21864
2017,Tecuala,18016,Hombres,22109
2018,Tecuala,18016,Hombres,22358
2016,Tepic,18017,Hombres,212389
2017,Tepic,18017,Hombres,216300
2018,Tepic,18017,Hombres,220171
2016,Tuxpan,18018,Hombres,16147
2017,Tuxpan,18018,Hombres,16346
2018,Tuxpan,18018,Hombres,16550
2016,La Yesca,18019,Hombres,7796
2017,La Yesca,18019,Hombres,7937
2018,La Yesca,18019,Hombres,8081
2016,Bahía de Banderas,18020,Hombres,82007
2017,Bahía de Banderas,18020,Hombres,84158
2018,Bahía de Banderas,18020,Hombres,86182
2016,Abasolo,19001,Hombres,1474
2017,Abasolo,19001,Hombres,1489
2018,Abasolo,19001,Hombres,1506
2016,Agualeguas,19002,Hombres,1787
2017,Agualeguas,19002,Hombres,1789
2018,Agualeguas,19002,Hombres,1792
2016,Los Aldamas,19003,Hombres,652
2017,Los Aldamas,19003,Hombres,649
2018,Los Aldamas,19003,Hombres,647
2016,Allende,19004,Hombres,17911
2017,Allende,19004,Hombres,18123
2018,Allende,19004,Hombres,18336
2016,Anáhuac,19005,Hombres,9648
2017,Anáhuac,19005,Hombres,9738
2018,Anáhuac,19005,Hombres,9835
2016,Apodaca,19006,Hombres,307336
2017,Apodaca,19006,Hombres,312933
2018,Apodaca,19006,Hombres,318389
2016,Aramberri,19007,Hombres,8168
2017,Aramberri,19007,Hombres,8217
2018,Aramberri,19007,Hombres,8270
2016,Bustamante,19008,Hombres,2062
2017,Bustamante,19008,Hombres,2084
2018,Bustamante,19008,Hombres,2105
2016,Cadereyta Jiménez,19009,Hombres,49475
2017,Cadereyta Jiménez,19009,Hombres,50168
2018,Cadereyta Jiménez,19009,Hombres,50845
2016,Carmen,19010,Hombres,11111
2017,Carmen,19010,Hombres,11412
2018,Carmen,19010,Hombres,11688
2016,Cerralvo,19011,Hombres,4132
2017,Cerralvo,19011,Hombres,4157
2018,Cerralvo,19011,Hombres,4186
2016,Ciénega de Flores,19012,Hombres,16795
2017,Ciénega de Flores,19012,Hombres,17249
2018,Ciénega de Flores,19012,Hombres,17669
2016,China,19013,Hombres,5810
2017,China,19013,Hombres,5852
2018,China,19013,Hombres,5896
2016,Dr. Arroyo,19014,Hombres,18740
2017,Dr. Arroyo,19014,Hombres,18891
2018,Dr. Arroyo,19014,Hombres,19052
2016,Dr. Coss,19015,Hombres,928
2017,Dr. Coss,19015,Hombres,932
2018,Dr. Coss,19015,Hombres,936
2016,Dr. González,19016,Hombres,1836
2017,Dr. González,19016,Hombres,1853
2018,Dr. González,19016,Hombres,1870
2016,Galeana,19017,Hombres,21020
2017,Galeana,19017,Hombres,21178
2018,Galeana,19017,Hombres,21349
2016,García,19018,Hombres,97964
2017,García,19018,Hombres,100616
2018,García,19018,Hombres,103065
2016,San Pedro Garza García,19019,Hombres,62498
2017,San Pedro Garza García,19019,Hombres,63271
2018,San Pedro Garza García,19019,Hombres,64041
2016,Gral. Bravo,19020,Hombres,2971
2017,Gral. Bravo,19020,Hombres,2989
2018,Gral. Bravo,19020,Hombres,3009
2016,Gral. Escobedo,19021,Hombres,206406
2017,Gral. Escobedo,19021,Hombres,209954
2018,Gral. Escobedo,19021,Hombres,213462
2016,Gral. Terán,19022,Hombres,7482
2017,Gral. Terán,19022,Hombres,7521
2018,Gral. Terán,19022,Hombres,7563
2016,Gral. Treviño,19023,Hombres,586
2017,Gral. Treviño,19023,Hombres,585
2018,Gral. Treviño,19023,Hombres,585
2016,Gral. Zaragoza,19024,Hombres,3165
2017,Gral. Zaragoza,19024,Hombres,3193
2018,Gral. Zaragoza,19024,Hombres,3223
2016,Gral. Zuazua,19025,Hombres,39097
2017,Gral. Zuazua,19025,Hombres,40265
2018,Gral. Zuazua,19025,Hombres,41331
2016,Guadalupe,19026,Hombres,349891
2017,Guadalupe,19026,Hombres,353128
2018,Guadalupe,19026,Hombres,356553
2016,Los Herreras,19027,Hombres,1023
2017,Los Herreras,19027,Hombres,1021
2018,Los Herreras,19027,Hombres,1020
2016,Higueras,19028,Hombres,898
2017,Higueras,19028,Hombres,907
2018,Higueras,19028,Hombres,916
2016,Hualahuises,19029,Hombres,3624
2017,Hualahuises,19029,Hombres,3653
2018,Hualahuises,19029,Hombres,3683
2016,Iturbide,19030,Hombres,1888
2017,Iturbide,19030,Hombres,1899
2018,Iturbide,19030,Hombres,1911
2016,Juárez,19031,Hombres,173498
2017,Juárez,19031,Hombres,178109
2018,Juárez,19031,Hombres,182383
2016,Lampazos de Naranjo,19032,Hombres,3058
2017,Lampazos de Naranjo,19032,Hombres,3098
2018,Lampazos de Naranjo,19032,Hombres,3137
2016,Linares,19033,Hombres,42933
2017,Linares,19033,Hombres,43465
2018,Linares,19033,Hombres,43996
2016,Marín,19034,Hombres,2931
2017,Marín,19034,Hombres,2961
2018,Marín,19034,Hombres,2994
2016,Melchor Ocampo,19035,Hombres,402
2017,Melchor Ocampo,19035,Hombres,401
2018,Melchor Ocampo,19035,Hombres,401
2016,Mier y Noriega,19036,Hombres,3632
2017,Mier y Noriega,19036,Hombres,3661
2018,Mier y Noriega,19036,Hombres,3694
2016,Mina,19037,Hombres,2874
2017,Mina,19037,Hombres,2900
2018,Mina,19037,Hombres,2929
2016,Montemorelos,19038,Hombres,32000
2017,Montemorelos,19038,Hombres,32365
2018,Montemorelos,19038,Hombres,32731
2016,Monterrey,19039,Hombres,589445
2017,Monterrey,19039,Hombres,594970
2018,Monterrey,19039,Hombres,600701
2016,Parás,19040,Hombres,537
2017,Parás,19040,Hombres,539
2018,Parás,19040,Hombres,541
2016,Pesquería,19041,Hombres,14545
2017,Pesquería,19041,Hombres,14938
2018,Pesquería,19041,Hombres,15299
2016,Los Ramones,19042,Hombres,2551
2017,Los Ramones,19042,Hombres,2545
2018,Los Ramones,19042,Hombres,2543
2016,Rayones,19043,Hombres,1410
2017,Rayones,19043,Hombres,1417
2018,Rayones,19043,Hombres,1425
2016,Sabinas Hidalgo,19044,Hombres,18668
2017,Sabinas Hidalgo,19044,Hombres,18882
2018,Sabinas Hidalgo,19044,Hombres,19098
2016,Salinas Victoria,19045,Hombres,18893
2017,Salinas Victoria,19045,Hombres,19179
2018,Salinas Victoria,19045,Hombres,19464
2016,San Nicolás de los Garza,19046,Hombres,222853
2017,San Nicolás de los Garza,19046,Hombres,224450
2018,San Nicolás de los Garza,19046,Hombres,226188
2016,Hidalgo,19047,Hombres,8975
2017,Hidalgo,19047,Hombres,9081
2018,Hidalgo,19047,Hombres,9188
2016,Santa Catarina,19048,Hombres,143769
2017,Santa Catarina,19048,Hombres,145546
2018,Santa Catarina,19048,Hombres,147380
2016,Santiago,19049,Hombres,21833
2017,Santiago,19049,Hombres,22056
2018,Santiago,19049,Hombres,22282
2016,Vallecillo,19050,Hombres,1106
2017,Vallecillo,19050,Hombres,1111
2018,Vallecillo,19050,Hombres,1116
2016,Villaldama,19051,Hombres,2125
2017,Villaldama,19051,Hombres,2134
2018,Villaldama,19051,Hombres,2144
2016,Abejones,20001,Hombres,465
2017,Abejones,20001,Hombres,467
2018,Abejones,20001,Hombres,469
2016,Acatlán de Pérez Figueroa,20002,Hombres,22998
2017,Acatlán de Pérez Figueroa,20002,Hombres,23085
2018,Acatlán de Pérez Figueroa,20002,Hombres,23166
2016,Asunción Cacalotepec,20003,Hombres,1328
2017,Asunción Cacalotepec,20003,Hombres,1334
2018,Asunción Cacalotepec,20003,Hombres,1339
2016,Asunción Cuyotepeji,20004,Hombres,549
2017,Asunción Cuyotepeji,20004,Hombres,555
2018,Asunción Cuyotepeji,20004,Hombres,559
2016,Asunción Ixtaltepec,20005,Hombres,7330
2017,Asunción Ixtaltepec,20005,Hombres,7317
2018,Asunción Ixtaltepec,20005,Hombres,7303
2016,Asunción Nochixtlán,20006,Hombres,9497
2017,Asunción Nochixtlán,20006,Hombres,9581
2018,Asunción Nochixtlán,20006,Hombres,9656
2016,Asunción Ocotlán,20007,Hombres,1041
2017,Asunción Ocotlán,20007,Hombres,1031
2018,Asunción Ocotlán,20007,Hombres,1023
2016,Asunción Tlacolulita,20008,Hombres,441
2017,Asunción Tlacolulita,20008,Hombres,441
2018,Asunción Tlacolulita,20008,Hombres,440
2016,Ayotzintepec,20009,Hombres,3428
2017,Ayotzintepec,20009,Hombres,3444
2018,Ayotzintepec,20009,Hombres,3460
2016,El Barrio de la Soledad,20010,Hombres,6605
2017,El Barrio de la Soledad,20010,Hombres,6603
2018,El Barrio de la Soledad,20010,Hombres,6600
2016,Calihualá,20011,Hombres,616
2017,Calihualá,20011,Hombres,617
2018,Calihualá,20011,Hombres,617
2016,Candelaria Loxicha,20012,Hombres,5050
2017,Candelaria Loxicha,20012,Hombres,5081
2018,Candelaria Loxicha,20012,Hombres,5113
2016,Ciénega de Zimatlán,20013,Hombres,1387
2017,Ciénega de Zimatlán,20013,Hombres,1388
2018,Ciénega de Zimatlán,20013,Hombres,1388
2016,Ciudad Ixtepec,20014,Hombres,13547
2017,Ciudad Ixtepec,20014,Hombres,13602
2018,Ciudad Ixtepec,20014,Hombres,13648
2016,Coatecas Altas,20015,Hombres,2118
2017,Coatecas Altas,20015,Hombres,2115
2018,Coatecas Altas,20015,Hombres,2114
2016,Coicoyán de las Flores,20016,Hombres,4115
2017,Coicoyán de las Flores,20016,Hombres,4143
2018,Coicoyán de las Flores,20016,Hombres,4174
2016,La Compañía,20017,Hombres,1536
2017,La Compañía,20017,Hombres,1533
2018,La Compañía,20017,Hombres,1531
2016,Concepción Buenavista,20018,Hombres,381
2017,Concepción Buenavista,20018,Hombres,379
2018,Concepción Buenavista,20018,Hombres,377
2016,Concepción Pápalo,20019,Hombres,1522
2017,Concepción Pápalo,20019,Hombres,1517
2018,Concepción Pápalo,20019,Hombres,1513
2016,Constancia del Rosario,20020,Hombres,1847
2017,Constancia del Rosario,20020,Hombres,1859
2018,Constancia del Rosario,20020,Hombres,1871
2016,Cosolapa,20021,Hombres,7274
2017,Cosolapa,20021,Hombres,7297
2018,Cosolapa,20021,Hombres,7321
2016,Cosoltepec,20022,Hombres,345
2017,Cosoltepec,20022,Hombres,340
2018,Cosoltepec,20022,Hombres,335
2016,Cuilápam de Guerrero,20023,Hombres,10025
2017,Cuilápam de Guerrero,20023,Hombres,10122
2018,Cuilápam de Guerrero,20023,Hombres,10208
2016,Cuyamecalco Villa de Zaragoza,20024,Hombres,1931
2017,Cuyamecalco Villa de Zaragoza,20024,Hombres,1926
2018,Cuyamecalco Villa de Zaragoza,20024,Hombres,1922
2016,Chahuites,20025,Hombres,5877
2017,Chahuites,20025,Hombres,5905
2018,Chahuites,20025,Hombres,5931
2016,Chalcatongo de Hidalgo,20026,Hombres,4185
2017,Chalcatongo de Hidalgo,20026,Hombres,4206
2018,Chalcatongo de Hidalgo,20026,Hombres,4227
2016,Chiquihuitlán de Benito Juárez,20027,Hombres,1185
2017,Chiquihuitlán de Benito Juárez,20027,Hombres,1186
2018,Chiquihuitlán de Benito Juárez,20027,Hombres,1186
2016,Heroica Ciudad de Ejutla de Crespo,20028,Hombres,9917
2017,Heroica Ciudad de Ejutla de Crespo,20028,Hombres,9967
2018,Heroica Ciudad de Ejutla de Crespo,20028,Hombres,10012
2016,Eloxochitlán de Flores Magón,20029,Hombres,2047
2017,Eloxochitlán de Flores Magón,20029,Hombres,2049
2018,Eloxochitlán de Flores Magón,20029,Hombres,2053
2016,El Espinal,20030,Hombres,4071
2017,El Espinal,20030,Hombres,4068
2018,El Espinal,20030,Hombres,4065
2016,Tamazulápam del Espíritu Santo,20031,Hombres,3657
2017,Tamazulápam del Espíritu Santo,20031,Hombres,3679
2018,Tamazulápam del Espíritu Santo,20031,Hombres,3701
2016,Fresnillo de Trujano,20032,Hombres,546
2017,Fresnillo de Trujano,20032,Hombres,548
2018,Fresnillo de Trujano,20032,Hombres,551
2016,Guadalupe Etla,20033,Hombres,1209
2017,Guadalupe Etla,20033,Hombres,1214
2018,Guadalupe Etla,20033,Hombres,1219
2016,Guadalupe de Ramírez,20034,Hombres,755
2017,Guadalupe de Ramírez,20034,Hombres,758
2018,Guadalupe de Ramírez,20034,Hombres,761
2016,Guelatao de Juárez,20035,Hombres,296
2017,Guelatao de Juárez,20035,Hombres,298
2018,Guelatao de Juárez,20035,Hombres,300
2016,Guevea de Humboldt,20036,Hombres,2621
2017,Guevea de Humboldt,20036,Hombres,2627
2018,Guevea de Humboldt,20036,Hombres,2635
2016,Mesones Hidalgo,20037,Hombres,2076
2017,Mesones Hidalgo,20037,Hombres,2089
2018,Mesones Hidalgo,20037,Hombres,2104
2016,Villa Hidalgo,20038,Hombres,1057
2017,Villa Hidalgo,20038,Hombres,1060
2018,Villa Hidalgo,20038,Hombres,1063
2016,Heroica Ciudad de Huajuapan de León,20039,Hombres,37317
2017,Heroica Ciudad de Huajuapan de León,20039,Hombres,37674
2018,Heroica Ciudad de Huajuapan de León,20039,Hombres,37990
2016,Huautepec,20040,Hombres,2844
2017,Huautepec,20040,Hombres,2850
2018,Huautepec,20040,Hombres,2858
2016,Huautla de Jiménez,20041,Hombres,13609
2017,Huautla de Jiménez,20041,Hombres,13614
2018,Huautla de Jiménez,20041,Hombres,13630
2016,Ixtlán de Juárez,20042,Hombres,3918
2017,Ixtlán de Juárez,20042,Hombres,3931
2018,Ixtlán de Juárez,20042,Hombres,3944
2016,Heroica Ciudad de Juchitán de Zaragoza,20043,Hombres,48154
2017,Heroica Ciudad de Juchitán de Zaragoza,20043,Hombres,48413
2018,Heroica Ciudad de Juchitán de Zaragoza,20043,Hombres,48653
2016,Loma Bonita,20044,Hombres,20661
2017,Loma Bonita,20044,Hombres,20734
2018,Loma Bonita,20044,Hombres,20804
2016,Magdalena Apasco,20045,Hombres,4031
2017,Magdalena Apasco,20045,Hombres,4066
2018,Magdalena Apasco,20045,Hombres,4096
2016,Magdalena Jaltepec,20046,Hombres,1476
2017,Magdalena Jaltepec,20046,Hombres,1468
2018,Magdalena Jaltepec,20046,Hombres,1462
2016,Santa Magdalena Jicotlán,20047,Hombres,39
2017,Santa Magdalena Jicotlán,20047,Hombres,39
2018,Santa Magdalena Jicotlán,20047,Hombres,39
2016,Magdalena Mixtepec,20048,Hombres,679
2017,Magdalena Mixtepec,20048,Hombres,683
2018,Magdalena Mixtepec,20048,Hombres,686
2016,Magdalena Ocotlán,20049,Hombres,583
2017,Magdalena Ocotlán,20049,Hombres,586
2018,Magdalena Ocotlán,20049,Hombres,589
2016,Magdalena Peñasco,20050,Hombres,1806
2017,Magdalena Peñasco,20050,Hombres,1814
2018,Magdalena Peñasco,20050,Hombres,1822
2016,Magdalena Teitipac,20051,Hombres,2069
2017,Magdalena Teitipac,20051,Hombres,2076
2018,Magdalena Teitipac,20051,Hombres,2084
2016,Magdalena Tequisistlán,20052,Hombres,3080
2017,Magdalena Tequisistlán,20052,Hombres,3080
2018,Magdalena Tequisistlán,20052,Hombres,3080
2016,Magdalena Tlacotepec,20053,Hombres,591
2017,Magdalena Tlacotepec,20053,Hombres,590
2018,Magdalena Tlacotepec,20053,Hombres,589
2016,Magdalena Zahuatlán,20054,Hombres,196
2017,Magdalena Zahuatlán,20054,Hombres,196
2018,Magdalena Zahuatlán,20054,Hombres,197
2016,Mariscala de Juárez,20055,Hombres,1760
2017,Mariscala de Juárez,20055,Hombres,1763
2018,Mariscala de Juárez,20055,Hombres,1765
2016,Mártires de Tacubaya,20056,Hombres,779
2017,Mártires de Tacubaya,20056,Hombres,784
2018,Mártires de Tacubaya,20056,Hombres,788
2016,Matías Romero Avendaño,20057,Hombres,18470
2017,Matías Romero Avendaño,20057,Hombres,18500
2018,Matías Romero Avendaño,20057,Hombres,18532
2016,Mazatlán Villa de Flores,20058,Hombres,6561
2017,Mazatlán Villa de Flores,20058,Hombres,6550
2018,Mazatlán Villa de Flores,20058,Hombres,6544
2016,Miahuatlán de Porfirio Díaz,20059,Hombres,22840
2017,Miahuatlán de Porfirio Díaz,20059,Hombres,23085
2018,Miahuatlán de Porfirio Díaz,20059,Hombres,23301
2016,Mixistlán de la Reforma,20060,Hombres,1401
2017,Mixistlán de la Reforma,20060,Hombres,1410
2018,Mixistlán de la Reforma,20060,Hombres,1420
2016,Monjas,20061,Hombres,1308
2017,Monjas,20061,Hombres,1319
2018,Monjas,20061,Hombres,1330
2016,Natividad,20062,Hombres,293
2017,Natividad,20062,Hombres,294
2018,Natividad,20062,Hombres,294
2016,Nazareno Etla,20063,Hombres,1909
2017,Nazareno Etla,20063,Hombres,1917
2018,Nazareno Etla,20063,Hombres,1924
2016,Nejapa de Madero,20064,Hombres,3665
2017,Nejapa de Madero,20064,Hombres,3667
2018,Nejapa de Madero,20064,Hombres,3670
2016,Ixpantepec Nieves,20065,Hombres,472
2017,Ixpantepec Nieves,20065,Hombres,466
2018,Ixpantepec Nieves,20065,Hombres,460
2016,Santiago Niltepec,20066,Hombres,2728
2017,Santiago Niltepec,20066,Hombres,2726
2018,Santiago Niltepec,20066,Hombres,2722
2016,Oaxaca de Juárez,20067,Hombres,126092
2017,Oaxaca de Juárez,20067,Hombres,126560
2018,Oaxaca de Juárez,20067,Hombres,127030
2016,Ocotlán de Morelos,20068,Hombres,10899
2017,Ocotlán de Morelos,20068,Hombres,10956
2018,Ocotlán de Morelos,20068,Hombres,11009
2016,La Pe,20069,Hombres,1271
2017,La Pe,20069,Hombres,1282
2018,La Pe,20069,Hombres,1293
2016,Pinotepa de Don Luis,20070,Hombres,3263
2017,Pinotepa de Don Luis,20070,Hombres,3268
2018,Pinotepa de Don Luis,20070,Hombres,3273
2016,Pluma Hidalgo,20071,Hombres,1461
2017,Pluma Hidalgo,20071,Hombres,1459
2018,Pluma Hidalgo,20071,Hombres,1459
2016,San José del Progreso,20072,Hombres,3326
2017,San José del Progreso,20072,Hombres,3343
2018,San José del Progreso,20072,Hombres,3360
2016,Putla Villa de Guerrero,20073,Hombres,15981
2017,Putla Villa de Guerrero,20073,Hombres,16085
2018,Putla Villa de Guerrero,20073,Hombres,16185
2016,Santa Catarina Quioquitani,20074,Hombres,258
2017,Santa Catarina Quioquitani,20074,Hombres,259
2018,Santa Catarina Quioquitani,20074,Hombres,260
2016,Reforma de Pineda,20075,Hombres,1282
2017,Reforma de Pineda,20075,Hombres,1276
2018,Reforma de Pineda,20075,Hombres,1270
2016,La Reforma,20076,Hombres,1686
2017,La Reforma,20076,Hombres,1696
2018,La Reforma,20076,Hombres,1706
2016,Reyes Etla,20077,Hombres,1830
2017,Reyes Etla,20077,Hombres,1841
2018,Reyes Etla,20077,Hombres,1851
2016,Rojas de Cuauhtémoc,20078,Hombres,538
2017,Rojas de Cuauhtémoc,20078,Hombres,539
2018,Rojas de Cuauhtémoc,20078,Hombres,540
2016,Salina Cruz,20079,Hombres,41941
2017,Salina Cruz,20079,Hombres,42136
2018,Salina Cruz,20079,Hombres,42312
2016,San Agustín Amatengo,20080,Hombres,571
2017,San Agustín Amatengo,20080,Hombres,565
2018,San Agustín Amatengo,20080,Hombres,560
2016,San Agustín Atenango,20081,Hombres,942
2017,San Agustín Atenango,20081,Hombres,942
2018,San Agustín Atenango,20081,Hombres,941
2016,San Agustín Chayuco,20082,Hombres,1768
2017,San Agustín Chayuco,20082,Hombres,1770
2018,San Agustín Chayuco,20082,Hombres,1774
2016,San Agustín de las Juntas,20083,Hombres,4853
2017,San Agustín de las Juntas,20083,Hombres,4922
2018,San Agustín de las Juntas,20083,Hombres,4983
2016,San Agustín Etla,20084,Hombres,2030
2017,San Agustín Etla,20084,Hombres,2042
2018,San Agustín Etla,20084,Hombres,2051
2016,San Agustín Loxicha,20085,Hombres,12427
2017,San Agustín Loxicha,20085,Hombres,12533
2018,San Agustín Loxicha,20085,Hombres,12631
2016,San Agustín Tlacotepec,20086,Hombres,355
2017,San Agustín Tlacotepec,20086,Hombres,354
2018,San Agustín Tlacotepec,20086,Hombres,354
2016,San Agustín Yatareni,20087,Hombres,2272
2017,San Agustín Yatareni,20087,Hombres,2299
2018,San Agustín Yatareni,20087,Hombres,2322
2016,San Andrés Cabecera Nueva,20088,Hombres,1499
2017,San Andrés Cabecera Nueva,20088,Hombres,1505
2018,San Andrés Cabecera Nueva,20088,Hombres,1511
2016,San Andrés Dinicuiti,20089,Hombres,1034
2017,San Andrés Dinicuiti,20089,Hombres,1033
2018,San Andrés Dinicuiti,20089,Hombres,1031
2016,San Andrés Huaxpaltepec,20090,Hombres,2970
2017,San Andrés Huaxpaltepec,20090,Hombres,2985
2018,San Andrés Huaxpaltepec,20090,Hombres,3000
2016,San Andrés Huayápam,20091,Hombres,2465
2017,San Andrés Huayápam,20091,Hombres,2480
2018,San Andrés Huayápam,20091,Hombres,2492
2016,San Andrés Ixtlahuaca,20092,Hombres,700
2017,San Andrés Ixtlahuaca,20092,Hombres,702
2018,San Andrés Ixtlahuaca,20092,Hombres,704
2016,San Andrés Lagunas,20093,Hombres,235
2017,San Andrés Lagunas,20093,Hombres,235
2018,San Andrés Lagunas,20093,Hombres,234
2016,San Andrés Nuxiño,20094,Hombres,883
2017,San Andrés Nuxiño,20094,Hombres,883
2018,San Andrés Nuxiño,20094,Hombres,883
2016,San Andrés Paxtlán,20095,Hombres,1984
2017,San Andrés Paxtlán,20095,Hombres,1990
2018,San Andrés Paxtlán,20095,Hombres,1997
2016,San Andrés Sinaxtla,20096,Hombres,399
2017,San Andrés Sinaxtla,20096,Hombres,401
2018,San Andrés Sinaxtla,20096,Hombres,403
2016,San Andrés Solaga,20097,Hombres,805
2017,San Andrés Solaga,20097,Hombres,802
2018,San Andrés Solaga,20097,Hombres,799
2016,San Andrés Teotilálpam,20098,Hombres,2142
2017,San Andrés Teotilálpam,20098,Hombres,2149
2018,San Andrés Teotilálpam,20098,Hombres,2156
2016,San Andrés Tepetlapa,20099,Hombres,226
2017,San Andrés Tepetlapa,20099,Hombres,227
2018,San Andrés Tepetlapa,20099,Hombres,227
2016,San Andrés Yaá,20100,Hombres,268
2017,San Andrés Yaá,20100,Hombres,269
2018,San Andrés Yaá,20100,Hombres,270
